Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
1124-premium-multipurpose-heavy-duty-cupboard-refrigerator-sofa-base-stand-set-of-4-pcs,1124 Premium Multipurpose Heavy Duty Cupboard/Refrigerator/Sofa Base Stand - Set of 4 Pcs,Title,Default Title,,,,,1124_Premium_Base_Stand_4Pc,,,887
1123-painting-water-color-kit-12-shades-and-paint-brush-13-pcs,1123 Painting Water Color Kit - 12 Shades and Paint Brush (13 Pcs),Title,Default Title,,,,,1123_13Pc_Color_Set,,,0
1576-garbage-bags-large-size-black-colour-30-x-50,1576 Garbage Bags Large Size Black Colour (30 x 50) - 10 pcs,Title,Default Title,,,,,1576_Garbage_Bags_30X50,,,456
1575-garbage-bags-medium-size-black-colour-24-x-32,1575 Garbage Bags Medium Size Black Colour (24 x 32) - 15 pcs,Title,Default Title,,,,,1575_Garbage_Bags_24X32,,,138
1574-garbage-bags-small-size-black-colour-17-x-19,1574 Garbage Bags Small Size Black Colour (17 x 19) - 30 pcs,Title,Default Title,,,,,1574_Garbage_Bag_17X19,,,311
2242-multipurpose-masala-spice-rack-container-set-of-4-pcs,2242 Multipurpose Masala/Spice Rack Container - Set of 4 Pcs,Title,Default Title,,,,,2242_4Pc_Stylish_Rack,,,1000
2241-multipurpose-12-in-1-vegetable-and-fruit-chopper-cutter-grater-slicer,2241 Multipurpose 12 in 1 Vegetable and Fruit Chopper Cutter Grater Slicer,Title,Default Title,,,,,2241_12In1_Multi_Cutter,,,213
7006-multi-functional-spoon-knife-dish-other-kitchen-cutlery-stainless-steel-holder-stand,"7006 Multi Functional Spoon, Knife, Dish & Other Kitchen Cutlery Stainless Steel Holder Stand",Title,Default Title,,,,,7006_SS_Cutlery_Stand,,,0
7005-self-design-stainless-steel-fork-set-6-pcs,7005 Self Design Stainless Steel Fork Set - 6 Pcs,Title,Default Title,,,,,7005_SS_Fork_6Pc,,,0
7004-stainless-steel-big-spoon-for-home-kitchen-set-of-6-pcs,7004 Stainless Steel Big Spoon for Home/Kitchen (Set of 6 Pcs),Title,Default Title,,,,,7004_SS_Spoon_Big_6Pc,,,0
7003-stainless-steel-small-spoon-for-home-kitchen-set-of-6-pcs,7003 Stainless Steel Small Spoon for Home/Kitchen (Set of 6),Title,Default Title,,,,,7003_SS_Spoon_Small_6Pc,,,0
7002-stainless-steel-dinner-butter-knives-with-round-edge,7002 Stainless Steel Dinner Butter Knives with Round Edge,Title,Default Title,,,,,7002_Butter_Knife_1Pc,,,0
2240-stainless-steel-kitchen-tool-set-butcher-knife-standard-knife-peeler-and-kitchen-scissor-4-pcs,"2240 Stainless Steel Kitchen Tool Set (Butcher Knife, Standard Knife, Peeler and Kitchen Scissor) - 4 Pcs",Title,Default Title,,,,,2240_4Pc_Kitchen_Tool_Set,,,1517
2239-container-set-for-kitchen-storage-airtight-food-grade-plastic-pack-of-4-3000ml-1500ml-1000ml-500ml,"2239 Container Set For Kitchen Storage Airtight & Food Grade Plastic (Pack of 4) (3000ml,2000ml,1500ml,500ml)",Title,Default Title,,,,,2239_4Pc_Grocery_Container,,,0
1570-3-layer-multipurpose-portable-folding-shoe-rack-shoe-cabinet,1570 3 Layer Multipurpose Portable Folding Shoe Rack/Shoe Cabinet,Title,Default Title,,,,,1570_3Layer_Shoe_Rack,,,100
0529-pedicure-manicure-tools-kit-7in1,0529 Pedicure & Manicure Tools Kit  (7in1),Title,Default Title,,,,,0529_7In1_SS_Manicure_Set,,,2231
2237-multipurpose-tortoise-shape-dry-fruit-gift-box,2237 Multipurpose Tortoise Shape Dry Fruit/ Gift Box,Title,Default Title,,,,,2237_Big_Turtle_Dryfruit_Box,,,246
2238-multipurpose-decorative-6-storage-tree-shape-mukhwas-dani-serving-tray,2238 Multipurpose Decorative 6 Storage Tree Shape Mukhwas Dani/Serving Tray,Title,Default Title,,,,,2238_Zoomkha_Tree_6Pc,,,48
1120-silicon-sink-strainer-kitchen-drain-basin-basket-sink-drainer,1120 Silicon Sink Strainer Kitchen Drain Basin Basket Sink Drainer,Title,Default Title,,,,,1120_Sili_Round_Sink_Strainer,,,0
1121-love-shape-self-adhesive-hooks,1121 Love Shape Self Adhesive Hooks,Title,Default Title,,,,,1121_4Pc_Love_Hooks,,,136
silver-plated-laxmi-ganesh-pooja-thali-set-set-of-6-pieces,2236 Silver Plated Laxmi & Ganesh Pooja Thali Set (Set of 6 Pieces),Title,Default Title,,,,,2236_6Pc_Poojathali,,IN,162
silver-plated-pooja-thali,2235 Silver Plated Pooja Thali,Title,Default Title,,,,,2235_Plain_Poojathali,,,219
2234-fancy-aluminium-foil-designer-bajot,2234 Fancy Aluminium Foil Designer Bajot,Title,Default Title,,,,,2234_Silver_Bajot,,,126
1573-magnifying-glass-with-3-led-light-3x-power-and-rubberized-handle,1573 Magnifying Glass with 3 Led Light 3X Power and Rubberized Handle,Title,Default Title,,,,,1573_3X_Magnifier,,,79
1352-anti-crack-silicone-gel-foot-protector-moisturizing-socks,1352 Anti Crack silicone Gel Foot Protector Moisturizing Socks,Title,Default Title,,,,,1352_Premium_Gel_Socks,,,433
1351-heart-shape-womens-underwear-case-travel-portable-storage-bag-box,1351 Heart Shape Women's Underwear Case Travel Portable Storage Bag Box,Title,Default Title,,,,,1351_Heart_Bra_Org,,,0
1350-womens-underwear-case-travel-portable-storage-bag-box,1350 Women's Underwear Case Travel Portable Storage Bag Box,Title,Default Title,,,,,1350_Single_Bra_Org,,,395
2233-multipurpose-round-flower-self-design-storage-basket,2233 Multipurpose Round Flower Self Design Storage Basket,Title,Default Title,,,,,2233_Flower_Shape_Basket,,,179
2231-plastic-serving-trays,2231 Plastic Serving Trays,Title,Default Title,,,,,2231_12Inch_Serving_Tray,,,55
2230-multipurpose-plastic-oval-shape-storage-basket,2230 Multipurpose Plastic Oval Shape Storage Basket,Title,Default Title,,,,,2230_Oval_Shape_Basket,,,84
2229-compact-6-in-1-egg-boiler-cooker-poacher,2229 Compact 6 in 1 Egg Boiler Cooker/Poacher,Title,Default Title,,,,,2229_6In1_Egg_Cooker,,,1471
1571-gardening-tools-seed-handheld-shovel-rake-spade-trowel-with-pruning-shear,1571 Gardening Tools Seed Handheld Shovel Rake Spade Trowel with Pruning Shear,Title,Default Title,,,,,1571_Big_Garden_Tool_4pc,,,0
1119-bamboo-wood-skewer-bbq-sticks,1119 Bamboo Wood Skewer BBQ Sticks (10 inch),Title,Default Title,,,,,1119_Big_Bamboo_Bbq_Stick,,,1317
2228-barbecue-skewers-for-bbq-tandoor-and-gril-with-wooden-handle,2228 Barbecue Skewers for BBQ Tandoor and Gril with Wooden Handle - Pack of 12,Title,Default Title,,,,,2228_Premium_Bbq_Stick_12Pc,,,2664
2227-multipurpose-decorative-multi-storage-mukhwas-dani-serving-tray,2227 Multipurpose Decorative Multi Storage Mukhwas Dani/Serving Tray,Title,Default Title,,,,,2227_Shaan_2_Multi_Box,,,174
1347-selfie-sticks-box-with-aux-wire-for-all-smart-phones,1347 Selfie Sticks Box with Aux Wire for All Smart Phones,Title,Default Title,,,,,1347_Selfy_Stick_Box,,,0
7603-drawstring-dori-backpack,7603 Drawstring Dori Backpack,Title,Default Title,,,,,7603_Premium_Dori_Bag,,,0
1345-multipurpose-wooden-clips-cloth-pegs-small-50-pcs,"1345 Multipurpose Wooden Clips /Cloth Pegs (Small, 50 Pcs)",Title,Default Title,,,,,1345_Small_Wooden_Clip_50Pc,,,0
2225-folding-portable-barbeque-bbq-grill-set-for-outdoor-and-home,2225 Folding Portable Barbeque BBQ Grill Set for Outdoor and Home,Title,Default Title,,,,,2225_Portable_Bbq,,,39
1117-artistic-flat-painting-brush-set-of-3,1117 Artistic Flat Painting Brush - Set of 3,Title,Default Title,,,,,1117_3Pc_Art_Brush,,,0
1569-kids-handmade-plastic-safety-scissors-safety-scissors,1569 Kids Handmade Plastic Safety Scissors Safety Scissors,Title,Default Title,,,,,1569_Mini_Kid_Scissor,,,569
1116-natural-bamboo-wooden-skewers-bbq-sticks-for-barbeque-and-grilling,1116 Natural Bamboo Wooden Skewers/BBQ Sticks for Barbeque and Grilling,Title,Default Title,,,,,1116_Bamboo_Bbq_Stick,,,0
1115-silicone-collapsible-funnel-kitchen-for-flexible-extension,1115 Silicone Collapsible Funnel Kitchen for Flexible Extension,Title,Default Title,,,,,1115_Premium_Sili_Funnel,,,0
2224-bbq-tandoor-skewers-grill-sticks-for-barbecue,2224 BBQ Tandoor Skewers Grill Sticks for Barbecue (Pack of 12),Title,Default Title,,,,,2224_12pc_Grill_Stick,,,1252
2223-multipurpose-2-in-1-stainless-steel-vegetable-cutter-peeler,2223 Multipurpose 2 in 1 Stainless Steel Vegetable Cutter/Peeler,Title,Default Title,,,,,2223_Premium_Veg_Cutter,,,0
2222-multipurpose-fruit-vegetable-strainer-colander-bowl-with-handle,2222 Multipurpose Fruit Vegetable Strainer Colander Bowl with Handle,Title,Default Title,,,,,2222_Draining_Basket,,,268
2221-kitchen-organizer-rack-with-water-storing-tray-dish-rack,2221 Kitchen Organizer Rack with Water Storing Tray/Dish Rack,Title,Default Title,,,,,2221_Kitchen_Organiser_Rack,,,59
2220-heart-shape-attractive-box,2220 Heart Shape Attractive Box,Title,Default Title,,,,,2220_Small_lovely,,,282
2219-designer-roli-chopra-in-ganesh-shape-box,2219 Designer Roli Chopra in Ganesh Shape Box,Title,Default Title,,,,,2219_Ganesh_Box,,,0
2218-dry-fruit-air-tight-bowls-tray-with-lids-4-section-snacks-mukhvas-dani,2218 Dry Fruit Air Tight Bowls Tray with Lids 4 Section Snacks Mukhvas Dani,Title,Default Title,,,,,2218_Shaan_4_Tray,,,64
2217-decorative-bowl-with-lid-for-candy-box-dry-fruit-box,"2217 Decorative Bowl with Lid for Candy Box, Dry Fruit Box",Title,Default Title,,,,,2217_Richi_Rich_Bowl,,,33
2216-dubai-mukhwas-dani-traditional-art-work,2216 Dubai Mukhwas Dani Traditional Art Work,Title,Default Title,,,,,2216_Dubai_Bowl,,,0
1343-hair-curling-iron-rod-for-women-black,1343 Hair Curling Iron Rod for Women (black),Title,Default Title,,,,,1343_Hair_Curling_Iron,,,555
2215-vegetable-and-dry-fruit-cutter-with-stainless-steel-blades,2215 Vegetable and Dry Fruit Cutter with Stainless Steel Blades,Title,Default Title,,,,,2215_Dry_Fruit_Cutter,,,0
1342-extra-strong-pull-string-body-building-training-pull-rope-rubber-exerciser,"1342 Extra Strong Pull String Body Building Training, Pull Rope Rubber Exerciser (loose)",Title,Default Title,,,,,1342_Pull_Rope_Exerciser,,,0
wall-mount-shelf-rack-kitchen-and-bathroom-accessories-15x5-inch,3107 Acrylic Wall Mount Shelf Rack Kitchen and Bathroom Accessories (15X5-inch),Title,Default Title,,,,,3107_SHELF_5x15,,,0
2213-mini-dustpan-with-brush-broom-set-for-multipurpose-cleaning-2-pcs,2213 Mini Dustpan with Brush Broom Set for Multipurpose Cleaning - 2 pcs,Title,Default Title,,,,,2213_Mini_Dustpan_Set_2Pc,,,262
2214-multifunctional-vegetable-fruits-cutter-shredder-with-rotating-drain-basket,2214 Multifunctional Vegetable Fruits Cutter Shredder with Rotating Drain Basket,Title,Default Title,,,,,2214_10In1_Cutter_Basket,,,0
1112-multipurpose-self-adhesive-plastic-wall-hooks-6-pcs,1112 Multipurpose Self Adhesive Plastic Wall Hooks - 6 pcs,Title,Default Title,,,,,1112_Fashion_Hook_6Pc,,,0
1113-plastic-self-adhesive-flower-shape-hooks-pack-of-5,1113 Plastic Self-Adhesive Flower Shape Hooks (Pack of 5),Title,Default Title,,,,,1113_Flower_Hook_5Pc,,,0
1111-self-adhesive-smiley-face-wall-hooks-pack-of-3,1111 Self Adhesive Smiley Face Wall Hooks (Pack of 3),Title,Default Title,,,,,1111_3Pc_Smiley_Hook,,,262
1098-corner-shelf-multipurpose-tray-with-suction-cup,1098 Corner Shelf Multipurpose Tray with Suction Cup,Title,Default Title,,,,,1098_Corner_Shelf_Suction,,,25
1340-womens-disposable-shaving-razor-for-hair-removal-pack-of-5,1340 Women's Disposable Shaving Razor for Hair Removal (Pack of 5),Title,Default Title,,,,,1340_Women_Razor_5Pc,,,0
plastic-multipurpose-kitchen-bathroom-shelf-wall-holder-storage-rack,1099 Plastic Multipurpose Kitchen Bathroom Shelf Wall Holder Storage Rack,Title,Default Title,,,,,1099_Corner_Shelf_Sticker,,,0
1339-sanitary-urinal-cubes-100-grams,1339 Sanitary Urinal Cubes - 100 grams,Title,Default Title,,,,,1339_Urinal_Cube_100Gm,,,0
men-shaving-razor-body-hair-removal-pack-of-5,1341 Men Shaving Razor Body Hair Removal (pack of 5),Title,Default Title,,,,,1341_Men_Razor_5Pc,,,470
2212-round-self-designed-table-tea-coaster-set-5-pcs,2212 Round Self Designed Table Tea Coaster Set - 5 Pcs,Title,Default Title,,,,,2212_Stand_Tea_Coaster_5Pc,,,255
2211-stainless-steel-knife-peeler-set-with-stand-6-pcs,2211 Stainless Steel Knife & Peeler Set with Stand - 6 Pcs,Title,Default Title,,,,,2211_Knife_Set_6Pcs,,,708
1567-a4-multipurpose-eco-friendly-paper-sheets,1567 A4 Multipurpose Eco-Friendly Paper Sheets,Title,Default Title,,,,,1567_Plain_A4_500_Sheet,,,0
1566-transparent-strong-tape-rolls-for-multipurpose-packing-use,1566 Transparent Strong Tape Rolls for Multipurpose Packing Use,Title,Default Title,,,,,1566_Cello_Tape_130_Mtr,,,0
1565-professional-measuring-tape-ruler-30-meter,1565 Professional Measuring Tape/Ruler - 30 Meter,Title,Default Title,,,,,1565_30Mtr_Measuring_Tape,,,372
2210-non-stick-reusable-cupcake-baking-slot-tray-for-6-muffin-cup,2210 Non-Stick Reusable Cupcake Baking Slot Tray for 6 Muffin Cup,Title,Default Title,,,,,2210_Steel_6Slot_Muffin_Tray,,,235
2209-heart-shape-cake-mould-non-stick-steel-cake-tray,2209 Heart Shape Cake Mould Non Stick  Steel 1 kg Cake Baking Tray ( 23cm),Title,Default Title,,,,,2209_Steel_Heart_Cake_Mould,,,0
2208-steel-non-stick-round-plate-cake-pizza-tray-baking-mould,2208 Steel Non-Stick Round Plate Cake Pizza Tray Baking Mould,Title,Default Title,,,,,2208_Steel_Pizza_Tray,,,0
2207-non-stick-steel-baking-tray,2207 Non Stick Steel Baking Tray,Title,Default Title,,,,,2207_Steel_Baking_Tray_Blk,,,69
1097-leaf-shape-soap-box-self-draining-bathroom-soap-holder,1097 Leaf Shape Soap Box Self Draining Bathroom Soap Holder,Title,Default Title,,,,,1097_Leaf_Soap_Box,,,1525
1096-oral-care-dental-floss-toothpick-sticks,1096 Oral Care Dental Floss Toothpick Sticks,Title,Default Title,,,,,1096_Dental_Floss,,,1185
1338-disposable-waterproof-shower-caps,1338 Waterproof shower caps,Title,Default Title,,,,,1338_Bath_Shower_Cap,,,0
1095-simple-wooden-toothpicks-with-dispenser-box,1095 Bamboo Toothpicks with Dispenser Box,Title,Default Title,,,,,1095_Bamboo_Toothpick_1Pc,,,793
1337-professional-stylish-hair-dryers-for-women-and-men-hot-and-cold-dryer,1337 Professional Stylish Hair Dryers For Women And Men (Hot And Cold Dryer),Title,Default Title,,,,,1337_Hair_Dryer_YW2200,,,239
1336-adjustable-folding-shoe-slots-organizer,1336 Adjustable Folding Shoe Slots Organizer,Title,Default Title,,,,,1336_Adjustable_Shoe_Holder,,,475
1093-multi-functional-washing-fruits-and-vegetables-bowl-strainer-with-handle,1093 Multi-Functional Washing Fruits and Vegetables Bowl & Strainer with Handle,Title,Default Title,,,,,1093_handle_Rotating_Basket,,,183
2201-compact-stainless-steel-airtight-lunch-box-set-4-pcs-3-leakproof-containers-and-1-bottle,2201 Compact Stainless Steel Airtight Lunch Box Set - 4 pcs (3 Leakproof Containers and 1 Bottle),Title,Default Title,,,,,2201_4Pc_Steel_Tifin_Box,,,0
2199-multipurpose-vegetable-and-fruit-chopper-cutter-grater-slicer,2199 Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer,Title,Default Title,,,,,2199_12In1_Veg_Cutter,,,0
1330-multi-surface-disinfectant-spray-350-ml,1330 Multi Surface Disinfectant Spray (350 ml),Title,Default Title,,,,,1330_Wonder_Guard_Sparay,,,0
1333-mobile-phone-video-screen-magnifier-amplifier-for-eyes-protection,1333 Mobile Phone Video Screen Magnifier Amplifier for Eyes Protection,Title,Default Title,,,,,1333_Mobile_Video_Amplifier,,,0
1092-art-and-craft-color-kit-crayons-water-color-sketch-pens-42-pcs,"1092 Art and Craft Color Kit (Crayons, Water Color, Sketch Pens) - 42 Pcs",Title,Default Title,,,,,1092_Color_Box_42Pc,,,0
1091-art-colour-kit-colours-box-24-pieces,"1091 Art Colour Kit Colours Box, (24 Pieces)",Title,Default Title,,,,,1091_Color_Box_24Pc,,,333
1326-toilet-cleaner-flush-tab-ocean-blue-100-gram,1326 Toilet Cleaner Flush Tab (Ocean Blue) - 100 Gram,Title,Default Title,,,,,1326_Flush_Tab_100G,,,0
1325-toilet-cleaner-flush-tab-ocean-blue-50-gram,1325 Toilet Cleaner Flush Tab (Ocean Blue) - 50 Gram,Title,Default Title,,,,,1325_Flush_Tab_50G,,,0
1327-air-freshener-blocks-50g,1327 Air Freshener Blocks  (50g),Title,Default Title,,,,,1327_Air_Freshener_50G,,,0
1324-naphthalene-balls-multicolour-balls-100-gms,1324 Naphthalene Balls Multicolour Balls (100 GMS),Title,Default Title,,,,,1324_Color_Naphthalene_100G,,,0
1323-naphthalene-balls-white-colour-100-gms,1323 Naphthalene Balls White Colour (100 GMS),Title,Default Title,,,,,1323_White_Naphthalene_100G,,,0
1322-electric-mosquito-killer-led-lamp-light-bug-dispeller-with-suction-fan,1322 Electric Mosquito Killer LED Lamp Light Bug Dispeller with Suction Fan,Title,Default Title,,,,,1322_Suction_Mosquito_Killer,,,0
2198-masala-rangoli-box-dabba-for-keeping-spices,2198 Masala Rangoli Box Dabba for keeping Spices,Title,Default Title,,,,,2198_Squre_Spice_Box,,,861
1090-multipurpose-foldable-laptop-table-with-cup-holder,1090 Multipurpose Foldable Laptop Table (Multicolour),Title,Default Title,,,,,1090_Foldable_Laptop_Table,,,0
1562-rechargeable-bicycle-led-bright-light-with-horn-speaker,1562 Rechargeable Bicycle LED Bright Light with Horn Speaker,Title,Default Title,,,,,1562_Speaker_Bicycle_Light,,,0
1089-exclusive-decorative-kitchen-fridge-top-cover,1089 Exclusive Decorative Kitchen Fridge Top Cover,Title,Default Title,,,,,1089_Premium_Fridge_Cover,,,180
1088-exclusive-decorative-fridge-top-cover-mats-fridge,1088 Exclusive Decorative Fridge Top Cover for Fridge,Title,Default Title,,,,,1088_Regular_Fridge_Cover,,,175
2196-airtight-kitchen-storage-container-for-multipurpose-use-set-of-2,2196 Airtight Kitchen Storage Container for Multipurpose Use ( Set of 2),Title,Default Title,,,,,2196_2In1_Container,,,1998
1560-rechargeable-bicycle-front-waterproof-led-light-white,1560 Rechargeable Bicycle Front Waterproof LED Light (White),Title,Default Title,,,,,1560_White_Disco_Light,,,1070
1561-rechargeable-bicycle-front-waterproof-led-light-red,1561 Rechargeable Bicycle Front Waterproof LED Light (Red),Title,Default Title,,,,,1561_Red_Disco_Light,,,670
1559-double-side-scale-triangle-measurement-hand-tool,1559 Heavy Weight Double Side Scale Triangle Measurement Hand Tool,Title,Default Title,,,,,1559_7Inch_Rafter_Square,,,0
1087-table-placement-for-dinning-table,1087 Table placement for Dinning Table,Title,Default Title,,,,,1087_Table_Placemat_6Pc,,,163
1086-side-scraper-for-cake-with-edge-cake-decorating-tools-4-pack,1086 Side Scraper for Cake with Edge Cake Decorating Tools (4 pack),Title,Default Title,,,,,1086_4Pc_Cake_Scraper,,,637
2195-fish-scale-scraper-skin-peeler-fish-tools-kitchen-gadget,2195 Fish Scale Scraper Skin Peeler Fish Tools Kitchen Gadget,Title,Default Title,,,,,2195_Fish_Scraper,,,2000
1558-heavy-duty-steel-silicon-sealant-caulking-gun,1558 Heavy Duty Steel Silicon Sealant Caulking Gun,Title,Default Title,,,,,1558_Steel_Sealant_Gun,,,334
1557-32-in-1-mini-screwdriver-bits-set-with-magnetic-flexible-extension-rod,1557 32 in 1 Mini Screwdriver Bits Set with Magnetic Flexible Extension Rod,Title,Default Title,,,,,1557_32In1_Mini_Screwdriver,,,0
1319-portable-hand-washing-bath-flower-shape-paper-soap-strips-in-test-tube-bottle,1319 Portable Hand Washing Bath Flower Shape Paper Soap Strips In Test Tube Bottle,Title,Default Title,,,,,1319_Tube_Shape_Paper_Shoap,,,0
1318-eye-mask-with-ice-pack-sleeping-mask-for-travelling,1318 Eye Mask with Ice Pack Sleeping Mask for Multipurpose Use,Title,Default Title,,,,,1318_Yoli_Eye_Mask,,,0
1085-motivation-stamps-pencil-top-for-students-kids-10pack,"1085 Motivation Stamps Pencil Top for Students, Kids (10Pack)",Title,Default Title,,,,,1085_10Pc_Seal_Stamp,,,0
1082-dobble-multicolour,1082 Dobble Game for Children (Multicolour),Title,Default Title,,,,,1082_Dobble_Game,,,0
1081-round-6-in-1-eraser-box-with-sticker,1081 Round 6 in 1 Eraser Box with Sticker,Title,Default Title,,,,,1081_6in1_Eraser_With_Sticker,,,193
1556-pen-style-design-portable-scissors-for-multipurpose-use,1556 Pen Style Design Portable Scissors for Multipurpose Use,Title,Default Title,,,,,1556_Pen_Scissor,,,178
1083-dobble-spot-it-card-educational-game,1083 Dobble Spot It Card Educational Game,Title,Default Title,,,,,1083_Box_Dobble_Game,,,0
